ID,AGENT,TYPE,CONFIDENCE,SECURITY
3098247096,Claude_Code,,,0
3098263055,Claude_Code,,,0
3098322647,Claude_Code,feat,10.0,0
3098607688,Claude_Code,,,1
3098613022,Claude_Code,,,0
3098730249,Claude_Code,,,0
3098768592,Claude_Code,,,0
3098941386,Claude_Code,,,1
3098972655,Claude_Code,chore,10.0,1
3099021012,Claude_Code,,,1
3099033026,Claude_Code,,,0
3099040749,Claude_Code,,,1
3099188026,Claude_Code,,,1
3099387773,Claude_Code,,,0
3099592148,Claude_Code,,,0
3099631217,Claude_Code,,,0
3099729486,Claude_Code,,,0
3099788016,Claude_Code,,,1
3099810549,Claude_Code,,,0
3099823826,Claude_Code,,,1
3099857181,Claude_Code,,,1
3100336822,Claude_Code,,,0
3100344139,Claude_Code,,,1
3100356907,Claude_Code,,,0
3100363816,Claude_Code,,,0
3100404669,Claude_Code,,,0
3100410478,Claude_Code,,,0
3100432519,Claude_Code,,,0
3100432645,Claude_Code,,,0
3100836881,Claude_Code,,,1
3100845222,Claude_Code,,,1
3100912907,Claude_Code,,,0
3100944129,Claude_Code,,,0
3101146918,Claude_Code,,,0
3101369296,Claude_Code,,,1
3101391045,Claude_Code,,,0
3101583145,Claude_Code,,,0
3101625709,Claude_Code,,,0
3101660009,Claude_Code,,,0
3101711826,Claude_Code,,,0
3101769781,Claude_Code,,,1
3101796522,Claude_Code,,,0
3101850605,Claude_Code,,,0
3101969680,Claude_Code,,,0
3102000541,Claude_Code,,,0
3102120385,Claude_Code,,,1
3102131991,Claude_Code,,,0
3102135688,Claude_Code,,,0
3102144243,Claude_Code,,,0
3102438677,Claude_Code,,,0
3102446366,Claude_Code,,,1
3102452707,Claude_Code,,,0
3102471569,Claude_Code,,,0
3102502414,Claude_Code,,,1
3102550858,Claude_Code,,,1
3102907378,Claude_Code,,,1
3103143207,Claude_Code,,,0
3103194251,Claude_Code,,,1
3103203802,Claude_Code,,,1
3103213042,Claude_Code,,,0
3103257803,Claude_Code,,,1
3103333630,Claude_Code,,,0
3103443584,Claude_Code,,,0
3103562678,Claude_Code,,,1
3103580978,Claude_Code,,,1
3103640218,Claude_Code,,,0
3103640923,Claude_Code,,,0
3103641380,Claude_Code,,,0
3103796007,Claude_Code,,,0
3103909483,Claude_Code,,,1
3103976773,Claude_Code,,,1
3104219191,Claude_Code,,,0
3141545303,Claude_Code,,,0
3141667826,Claude_Code,,,0
3141682540,Claude_Code,,,0
3141697967,Claude_Code,,,0
3141725968,Claude_Code,,,0
3141816127,Claude_Code,,,0
3142135605,Claude_Code,,,1
3142160301,Claude_Code,,,0
3142181649,Claude_Code,feat,9.0,0
3142263026,Claude_Code,,,1
3142270063,Claude_Code,,,1
3142317991,Claude_Code,,,1
3142373237,Claude_Code,feat,10.0,0
3142488297,Claude_Code,,,0
3142501147,Claude_Code,,,0
3142514114,Claude_Code,,,0
3142539935,Claude_Code,,,0
3142574564,Claude_Code,,,0
3142588627,Claude_Code,,,0
3142594437,Claude_Code,,,0
3142595508,Claude_Code,,,0
3142682882,Claude_Code,,,0
3142764686,Claude_Code,,,1
3142859368,Claude_Code,,,0
3143040983,Claude_Code,,,1
3143122735,Claude_Code,,,0
3143515519,Claude_Code,,,1
3143521111,Claude_Code,,,0
3143590793,Claude_Code,,,1
3143843337,Claude_Code,,,0
3143942670,Claude_Code,,,1
3144015338,Claude_Code,fix,10.0,1
3144016904,Claude_Code,,,1
3144047956,Claude_Code,,,0
3144073090,Claude_Code,,,1
3144119552,Claude_Code,,,1
3144203742,Claude_Code,,,0
3144220258,Claude_Code,,,0
3144221128,Claude_Code,,,0
3144222911,Claude_Code,,,0
3144331778,Claude_Code,,,0
3144355195,Claude_Code,,,0
3144398789,Claude_Code,,,0
3144580874,Claude_Code,,,1
3144580891,Claude_Code,,,1
3144705224,Claude_Code,,,1
3144804913,Claude_Code,,,0
3144861426,Claude_Code,,,0
3144899039,Claude_Code,,,1
3144939548,Claude_Code,,,0
3145199077,Claude_Code,,,0
3145238894,Claude_Code,feat,10.0,1
3145244246,Claude_Code,,,1
3145249026,Claude_Code,feat,10.0,1
3145256607,Claude_Code,,,0
3145270550,Claude_Code,,,0
3145279211,Claude_Code,,,1
3145402902,Claude_Code,,,1
3145410095,Claude_Code,,,0
3145422911,Claude_Code,,,0
3145423028,Claude_Code,,,1
3145426613,Claude_Code,,,1
3145427985,Claude_Code,,,1
3145428415,Claude_Code,,,1
3145817856,Claude_Code,,,0
3145923591,Claude_Code,feat,10.0,0
3145994239,Claude_Code,,,1
3146060146,Claude_Code,,,0
3146116358,Claude_Code,,,0
3146116799,Claude_Code,,,0
3146117751,Claude_Code,,,0
3146183988,Claude_Code,,,0
3146249043,Claude_Code,,,0
3146280354,Claude_Code,,,0
3146286317,Claude_Code,,,0
3146321197,Claude_Code,,,0
3146389757,Claude_Code,,,0
3146396128,Claude_Code,,,0
3146478738,Claude_Code,,,1
3146518192,Claude_Code,ci,9.0,0
3146555944,Claude_Code,,,0
3146561196,Claude_Code,feat,10.0,0
3146596658,Claude_Code,,,0
3146654578,Claude_Code,,,1
